Timestamp,Temperatura (°C),Umidità (%)
2025-10-11 00:00:00,10.764212537646811,89.0853855862863
2025-10-11 00:15:00,9.305330944284309,87.20503047261833
2025-10-11 00:30:00,8.652880449333926,89.33898282910074
2025-10-11 00:45:00,11.4534633600151,87.74466872526645
2025-10-11 01:00:00,11.302870626434817,94.15031374657286
2025-10-11 01:15:00,10.743846093921004,89.23933728930707
2025-10-11 01:30:00,10.27532867929889,91.42104579148122
2025-10-11 01:45:00,8.995061911471558,93.20335418698384
2025-10-11 02:00:00,11.797070739128428,90.88098699301382
2025-10-11 02:15:00,9.430022608749551,90.11378449518041
2025-10-11 02:30:00,11.7851159850436,87.41197090643323
2025-10-11 02:45:00,11.57194655618974,93.57629474979373
2025-10-11 03:00:00,11.60643455232773,86.90321553228618
2025-10-11 03:15:00,12.973076833270254,90.04131630140068
2025-10-11 03:30:00,12.14949882404197,86.48485120878323
2025-10-11 03:45:00,12.257545177789577,91.54480452268994
2025-10-11 04:00:00,12.796237501385892,85.8754492415224
2025-10-11 04:15:00,12.260352216444467,87.18631946364923
2025-10-11 04:30:00,13.013900985884709,89.30256804329042
2025-10-11 04:45:00,11.936809839845576,84.51172757110164
2025-10-11 05:00:00,15.56503720406309,85.29053539173908
2025-10-11 05:15:00,11.744436098834846,84.82865701155836
2025-10-11 05:30:00,17.26087480125842,81.91691737818952
2025-10-11 05:45:00,12.88742151339165,85.38120886213116
2025-10-11 06:00:00,16.59879591911507,84.26593924870981
2025-10-11 06:15:00,13.714836004987893,76.26562387701975
2025-10-11 06:30:00,16.90677868924543,78.33678276577048
2025-10-11 06:45:00,13.854640761071499,80.37075878263636
2025-10-11 07:00:00,19.354233685527955,78.42069013542928
2025-10-11 07:15:00,14.109779622599206,73.95504142328399
2025-10-11 07:30:00,19.0657036204462,72.7915120884871
2025-10-11 07:45:00,14.195165919391641,74.85983634525668
2025-10-11 08:00:00,17.980979358044053,77.42024419261413
2025-10-11 08:15:00,15.456305880713352,72.84090314889525
2025-10-11 08:30:00,18.91939285352865,69.07374904666601
2025-10-11 08:45:00,15.579113979603715,68.34505625922151
2025-10-11 09:00:00,20.357464589537198,65.23723528133733
2025-10-11 09:15:00,17.54250694997424,65.81493614633062
2025-10-11 09:30:00,19.013055722156324,69.52919142245925
2025-10-11 09:45:00,15.603929176813583,67.36113508025707
2025-10-11 10:00:00,19.674532456351773,63.16859249750043
2025-10-11 10:15:00,17.612205927741247,65.54287457710227
2025-10-11 10:30:00,21.584874425818516,70.44587258689013
2025-10-11 10:45:00,16.101004725121733,62.38237562951044
2025-10-11 11:00:00,19.318729196233615,62.55177385647907
2025-10-11 11:15:00,17.94543044154774,63.555632444836505
2025-10-11 11:30:00,17.325084808593044,63.92137738125293
2025-10-11 11:45:00,17.25344217766027,66.66928994299731
2025-10-11 12:00:00,18.124886038915058,59.52781770038245
2025-10-11 12:15:00,16.962863338409868,68.01065888185545
2025-10-11 12:30:00,18.156197115940053,64.0985905669282
2025-10-11 12:45:00,17.46761402442658,62.71987412787746
2025-10-11 13:00:00,17.863256229435272,64.09691466128257
2025-10-11 13:15:00,17.782565606217435,67.30618776131257
2025-10-11 13:30:00,17.75950988013954,62.27388114425854
2025-10-11 13:45:00,18.560298329942174,65.26223183466324
2025-10-11 14:00:00,17.532934947191684,65.37234413818516
2025-10-11 14:15:00,18.427655812790157,68.31120922125795
2025-10-11 14:30:00,17.595660944350147,66.21417405065257
2025-10-11 14:45:00,17.374277646660424,67.06358267720938
2025-10-11 15:00:00,17.838358697420514,67.98572164011561
2025-10-11 15:15:00,18.398865921163427,65.58826359309394
2025-10-11 15:30:00,16.181993123545688,67.38109839931438
2025-10-11 15:45:00,17.45361872960603,68.27915887267
2025-10-11 16:00:00,16.30848753369306,72.16122074214991
2025-10-11 16:15:00,16.043581479153808,67.12199676958896
2025-10-11 16:30:00,16.36344831641717,78.54917203080508
2025-10-11 16:45:00,15.577692930134003,75.33565769957396
2025-10-11 17:00:00,15.920993131803359,74.54547246931278
2025-10-11 17:15:00,16.940977084505633,76.77235232349061
2025-10-11 17:30:00,16.312370465808375,80.9059259945286
2025-10-11 17:45:00,15.847501569233104,78.8130035052589
2025-10-11 18:00:00,16.088157327887913,79.74571014350694
2025-10-11 18:15:00,12.233779374656306,81.84668512989118
2025-10-11 18:30:00,14.852133966180139,88.65568043686308
2025-10-11 18:45:00,14.211978139156178,87.579891255109
2025-10-11 19:00:00,12.855325759584456,85.15836550090427
2025-10-11 19:15:00,13.609639445322001,83.25161299620287
2025-10-11 19:30:00,11.78830093640702,88.56438602111818
2025-10-11 19:45:00,13.592450166750801,85.03046715627988
2025-10-11 20:00:00,13.886266167966257,90.68504218389215
2025-10-11 20:15:00,12.710545278518158,88.11938319905572
2025-10-11 20:30:00,10.29463194682053,90.60690446658964
2025-10-11 20:45:00,10.65640202621122,90.21502291189567
2025-10-11 21:00:00,11.004477184032295,90.41181168005541
2025-10-11 21:15:00,10.685269233529148,91.98976390774959
2025-10-11 21:30:00,10.72721116914158,91.78916624895584
2025-10-11 21:45:00,10.531956333598258,89.76154318893592
2025-10-11 22:00:00,11.819588855834755,92.0291449874276
2025-10-11 22:15:00,9.46444125656662,91.75780911735743
2025-10-11 22:30:00,9.617947084039443,92.42616771447848
2025-10-11 22:45:00,11.254899248743238,91.14061062083684
2025-10-11 23:00:00,9.358180982220887,93.40163906811408
2025-10-11 23:15:00,8.550142016560713,93.15809199864188
2025-10-11 23:30:00,10.111989989903694,90.54784113009401
2025-10-11 23:45:00,8.698688918156458,88.75687321628686
2025-10-12 00:00:00,9.42546916966478,88.96802688696204
2025-10-12 00:15:00,11.375977293027542,91.53064150715915
2025-10-12 00:30:00,10.313689976823373,90.40946681383579
2025-10-12 00:45:00,9.67338010547752,87.25665850650735
2025-10-12 01:00:00,7.831872202786295,89.3001493779588
2025-10-12 01:15:00,8.472556383648207,89.87107086503487
2025-10-12 01:30:00,11.227534880011078,85.12853318829423
2025-10-12 01:45:00,10.338489255013837,89.20623231247528
2025-10-12 02:00:00,11.527840682311421,89.34778315122925
2025-10-12 02:15:00,11.600938999775297,87.4613579536249
2025-10-12 02:30:00,12.65792634553504,85.50454198443134
2025-10-12 02:45:00,11.375735895219348,85.59865253253768
2025-10-12 03:00:00,11.878525338050967,84.62451336390589
2025-10-12 03:15:00,13.639181679396213,83.11638426192818
2025-10-12 03:30:00,12.681577958915192,78.64923818779913
2025-10-12 03:45:00,12.944433485765957,79.93152736993966
2025-10-12 04:00:00,13.344591656560084,76.29850498182847
2025-10-12 04:15:00,15.793689582082099,78.45132648589039
2025-10-12 04:30:00,13.845823960184887,75.70045160436995
2025-10-12 04:45:00,15.114883385456327,73.10756935041
2025-10-12 05:00:00,15.473443541259565,74.5175416038949
2025-10-12 05:15:00,15.890133274451484,76.77453952391173
2025-10-12 05:30:00,15.322279379700907,72.83316349191203
2025-10-12 05:45:00,16.6896124989636,72.42715303656975
2025-10-12 06:00:00,14.40556887869555,69.5289947841474
2025-10-12 06:15:00,15.060131826591201,69.16610193328243
2025-10-12 06:30:00,14.158928278941135,66.56128778394938
2025-10-12 06:45:00,14.933501756754682,66.76772052872812
2025-10-12 07:00:00,15.118807760872778,64.5905796112838
2025-10-12 07:15:00,13.282178953202466,64.45796235517223
2025-10-12 07:30:00,16.068116072572025,59.99286404361735
2025-10-12 07:45:00,15.321724874039624,58.923178036667856
2025-10-12 08:00:00,15.159950993180992,57.303162755687545
2025-10-12 08:15:00,14.30977203617812,58.71083095685411
2025-10-12 08:30:00,15.253624491031491,57.709692034619835
2025-10-12 08:45:00,15.57182749647185,57.122126578404114
2025-10-12 09:00:00,16.544817856138614,55.5328316453365
2025-10-12 09:15:00,15.664078807779088,58.39089139005871
2025-10-12 09:30:00,16.2577525502348,49.232638853189584
2025-10-12 09:45:00,15.800070539821812,53.806919593555065
2025-10-12 10:00:00,15.06792470965434,54.64035459537802
2025-10-12 10:15:00,15.67610705434712,54.37693313866076
2025-10-12 10:30:00,17.052795965759827,53.41486566523827
2025-10-12 10:45:00,16.394522386359366,54.34968721967681
2025-10-12 11:00:00,15.921930260221728,50.88435577449474
2025-10-12 11:15:00,16.16669377267726,51.7948486531416
2025-10-12 11:30:00,15.846006283030453,51.74595700839165
2025-10-12 11:45:00,17.71052961700511,51.88885526833913
2025-10-12 12:00:00,16.244587924775026,48.24140567925156
2025-10-12 12:15:00,16.294488732921145,51.49477610778659
2025-10-12 12:30:00,16.95925178449218,47.834253764492054
2025-10-12 12:45:00,17.62714053702027,48.68462688511101
2025-10-12 13:00:00,17.82505850571415,49.576721203858064
2025-10-12 13:15:00,16.208756933007336,54.17983344736883
2025-10-12 13:30:00,18.864397479115347,51.40342880796169
2025-10-12 13:45:00,18.490612892096774,51.32571312937114
2025-10-12 14:00:00,16.443213145401643,52.04737927181304
2025-10-12 14:15:00,18.699720196299022,53.73205627488553
2025-10-12 14:30:00,16.719898533663578,55.58834521640405
2025-10-12 14:45:00,17.623110899111435,54.57680025276884
2025-10-12 15:00:00,18.519946187649747,56.34033926527417
2025-10-12 15:15:00,17.23370063509938,55.50390113214055
2025-10-12 15:30:00,16.865550628388437,57.11567278966602
2025-10-12 15:45:00,17.89399621176331,60.49652762864022
2025-10-12 16:00:00,18.36684231635316,60.56997427917974
2025-10-12 16:15:00,18.459765711676962,60.27606875944286
2025-10-12 16:30:00,18.5063737966901,61.46324836368035
2025-10-12 16:45:00,17.600219871404956,62.65248377373521
2025-10-12 17:00:00,17.517338731635295,62.32375895638846
2025-10-12 17:15:00,18.018425196390343,69.36726661903809
2025-10-12 17:30:00,17.98526278358342,65.58783669814166
2025-10-12 17:45:00,18.337572818415644,68.52146491260508
2025-10-12 18:00:00,18.27974158295322,71.07172600652224
2025-10-12 18:15:00,18.43245869903326,70.7438752291271
2025-10-12 18:30:00,16.989620875791076,71.79463877231208
2025-10-12 18:45:00,15.670069589098247,73.62862643505015
2025-10-12 19:00:00,18.056801900106557,74.60960473191194
2025-10-12 19:15:00,19.46026032223282,78.18947006325223
2025-10-12 19:30:00,16.357082174634424,79.2414172960955
2025-10-12 19:45:00,16.709436894830414,78.5793147952086
2025-10-12 20:00:00,17.396752943374228,80.1535970587394
2025-10-12 20:15:00,17.429821774055103,83.45781494576434
2025-10-12 20:30:00,18.890221104330664,82.00167146415387
2025-10-12 20:45:00,16.348257116648732,82.23193173417376
2025-10-12 21:00:00,18.966477133051676,85.0336026640759
2025-10-12 21:15:00,14.240177729964477,86.67336024412586
2025-10-12 21:30:00,19.88164754791815,87.32113338451246
2025-10-12 21:45:00,16.85802846721018,85.50987827744532
2025-10-12 22:00:00,15.829511749509805,88.52680253031396
2025-10-12 22:15:00,16.629326306677246,88.98673149367923
2025-10-12 22:30:00,16.72045086466719,88.22819012866516
2025-10-12 22:45:00,16.19659608836133,88.16939967936479
2025-10-12 23:00:00,16.117436966198618,86.33928142850472
2025-10-12 23:15:00,16.990858628625016,89.93687486370885
2025-10-12 23:30:00,16.135973967088297,89.95998288108075
2025-10-12 23:45:00,15.902078535759852,90.45342418973378
2025-10-13 00:00:00,19.517572335090414,88.02729233290543
